business_id,Date,Rating,Content,Review_auther,Review_image,Reactions,Replies,review_order,Eelite_status,check-in_status,business_name,recommended_review
"rowdy-hair-phoenix","""13/08/2020""",5,"When I had first gotten my hair done it was a big change and I totally freaked! It was super blonde and different then I expected but after a few days it blended perfectly. My two front pieces were a little too blonde for me and I came in and Allison had made time to fix it for me between her appointments. I had originally given this salon a bad review because I flipped out over my hair but I had personally talked to Allison and she told me I'd end up loving it, which I do now! Definitely love what she's done with my hair and trusted the process.","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/XsZYVaCLEaqsqEqabZRLZA/60s.jpg"",""Location"":""Phoenix, AZ"",""Photos"":5,""Reviews_made"":20,""URL"":""https://www.yelp.com/user_details?userid=dMoX-oQbMRxeuIFG4eCncQ"",""Username"":""Paris V.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/c_L-UAj-qD5wKN0j6kF3fA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""I had gotten my hair done and came in with only wanting a few pieces lightened to give my hair a light sun kissed looked as I've already really liked my hair just wanted to slightly brighten it, and booked my self for a partial balayage. The hairstylist had said that they new immediately what I wanted and I came out of the salon with ombre hair and my bottom half of my hair is bleach blonde and I have completely lost all the pretty golden color in my hair, it's bleached and ruined. My front two pieces of my hair were blocky and completely washed out my skin tone of my face, had to go back and get it fixed. This experience definitely has decreased my confidence and caused a few tears."",""Date"":""07/08/2020"",""Images"":[],""User_Image"":""https://s3-media0.fl.yelpcdn.com/photo/XsZYVaCLEaqsqEqabZRLZA/60s.jpg"",""Username"":""Paris V.""}]",10,"","0 check-in","Rowdy Hair",""
"revolution-winery-and-kitchen-sacramento","""12/07/2020""",4,"I had been to Revolution a few times for their drinks, and I really enjoy the laidback atmosphere here. The service is always very friendly and accomodating.  I went with a few friends recently for dine-in during COVID-19, and it seems that Revolution has taken precautions, from staff wearing masks, providing hand sanitizer, and spacing out tables. I am all for supporting local businesses, but still wouldn't necessarily recommend dining out if you can help it though (just a general precaution!)

Anyway, my group ordered a carafe of rose and one of the charcuterie plates and that was pretty good...my favorite was the bleu cheese, and I usually don't like bleu cheese! For my main course, I opted to split a vegetarian burger and salad with my friend, and the staff happily accommodated us! The burger comes with a generous portion of fries. As for the burger itself, my friend recommended I get the regular cheese rather than the vegan cheese, and I really enjoyed the burger that way. I think the bun was a little bit dry, but the burger itself was great. I really would not have been able to tell that it was vegetarian if I hadn't ordered it myself. 

I would definitely come back to Revolution!","{""Friends"":143,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/md8uMBYL6escXODZLsSGhA/60s.jpg"",""Location"":""Sacramento, CA"",""Photos"":3375,""Reviews_made"":507,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=2KJ5BExMxBhcZUwZVGHrWg"",""Username"":""Cindy M.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/niwTkWKISBZUWj9i35y8bA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/QBJKJH0pi779cMhYvLp4Eg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/Z6BFndDgtUB3-T8iYhMJMg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",110,"Elite from 24","0 check-in","Revolution Winery & Kitchen",""
"revolution-winery-and-kitchen-sacramento","""13/02/2021""",3,"Good food and service , lots of vegan options. The  buffalo cauliflower and fries are nice and crispy. The breakfast bread is Iike a pizza bread. The downsides are the tables are closer than 6 feet apart, also the don't sanitize the tables after. Just wiping with a towel is not sufficient during current situation.","{""Friends"":16,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/j4nNPXyWhhdO6TOgnqEEjg/60s.jpg"",""Location"":""Los Altos, CA"",""Photos"":217,""Reviews_made"":189,""URL"":""https://www.yelp.com/user_details?userid=hq6qehdbaG4YT_N9h54PWA"",""Username"":""Angie K.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/pJ7A5VrWYn4oogNYpMFIbA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/HdPqcv6ueSWYnNVuFdRaSg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you so much Angie for your review! We are glad you enjoyed the buffalo cauliflower and brunch bread. We will definitely re-measure the distance between our tables. The towels we use in-between guests are soaked in a sanitating solution. We take sanitation very seriously, even before COVID times! Thanks again for dining with us, we hope to see again soon!"",""Date"":""22/02/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/uxTmYJcmBSHm1gb3nz0v5g/30s.jpg"",""Username"":""Joe G.""}]",108,"","0 check-in","Revolution Winery & Kitchen",""
"dawson-76-carwash-camarillo","""10/04/2024""",4,"No I didn't give this station 5 stars. But the gas prices are not their fault. The prices inside the market are outrageous!!

 They do have a Subway inside. Didn't get a sandwich but that's a cool feature.

 Nevertheless that's not why I visited today. Convenience was what enticed my visit. This station right off the Dawson offramp 101 south off the freeway . A discount on the gallon  is offered if you get a car wash. So I complied. $16.99 for the lowest level wash & you get to vacuum your car out pre wash. I prefer to do this as I find so many Gems in this process. They even have an air compressor to blow out those tiny spots before you vacuum. That was a bonus for me.
 Leave the keys in the car and they take it from there. Hand washed and then they run it through the rinse cycle.

  Hand dried and windows cleaned. It was good for the price. I will go back and see what a more expensive wash gets me.","{""Friends"":52,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/-U__2WtWziiLYK1M2U3vaw/60s.jpg"",""Location"":""Camarillo, CA"",""Photos"":241,""Reviews_made"":78,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=czXuTpfkUKDOGKy_56_68g"",""Username"":""Crystal B.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/Z1h7AwwuDd0RZFjtk9mXKw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/gvz8HJn5le5hQBiDQeIS1g/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/3InJyhPlj2oxiTy8xjdM4w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/SO29btPm5lvMlK1H3i86Mw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",2,"Elite from 24","0 check-in","Dawson 76 Carwash",""
"salty-mane-santa-monica","""04/10/2020""",5,"The owner Liana worked her magic on my hair. My hair was dry from the salt water and sun. It needed more than some TLC after several months of not getting a hair cut or trim for several reasons. She put life back into my hair. It's has more volume with the layers and my curls look amazing.","{""Friends"":187,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/-0tAP6xcYw-pQPuLcsL4cA/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":150,""Reviews_made"":280,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=tusSvaTA-YwCXL7g0CN4Sw"",""Username"":""Alysia D.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/rdQzmyA-xi-mYChyUQ-tVQ/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",7,"Elite from 24","0 check-in","Salty Mane",""
"la-cueva-cafe-taos","""03/11/2023""",4,"Everything was delicious. We both had the combo plate which comes with beef taco, chicken enchilada (we got green sauce), chile relleno, beans and rice. I can't tell you which was the best- they were all that good. 

I'm used to street tacos but this was quite different. The double corn taco was a combination of soft and crisp which was delish, but the real standout was the beef! The taco was studded quite full with a sliced brisket type beef. Fantastic!!the chicken enchilada was my hubby's fav. Again stuffed with a lot of white meat chicken which was not smothered in a sauce, but instead just tender and yummy. The green enchilada sauce and melted cheese was pretty heavenly. And then the relleno. I love them anyway, and this was large, tender, cheesy, with a light batter. Even the beans and the rice were especially tasty.

What I don't like (but seems to be the thing in New Mexico), is paying for chips and salsa to start the meal. We should have passed on it anyway, but didn't...I also was not fond of my hubby's ""traditional margarita made with wine"". It was definitely not at all traditional tasting, instead it tasted like a sour mix, instead if from fresh limes. 

We didn't get desert, but from prior experience (about 6 years ago) their flan and chocolate cake were is both good, but the Key lime pie (not on menu but offered on special times of the year is OUTSTANDING. (This wasn't one of this times, evidently, or we'd have made room for pie!

PS The other times we came was in early summer when sitting out back was delightful. As it's quite cold on these fall evenings, we sat inside. There isn't much heat inside- We lucked out to get a table near the portable heater/fan which we only felt when the waiter turned it towards our legs. (We were lucky. Everyone else had vests, or  jackets on.)  If you can handle the cold, and duck in the doorways, you must go! The staff is so friendly, the food is fantastic, and the prices are reasonable.","{""Friends"":9,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/u_SsAj71bZJAsU86B8V_EQ/60s.jpg"",""Location"":""Poulsbo, WA"",""Photos"":51,""Reviews_made"":209,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=ISLlG1nO5ZR904YUYHF-8w"",""Username"":""Amy R.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/87C-p6IjOwI8tahhY9xT4g/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":1,""Title"":""Oh no""}]","null",3,"Elite from 24","0 check-in","La Cueva Cafe",""
"la-cueva-cafe-taos","""02/02/2022""",5,"This was a 5-star find in Taos! Yelp never leads me astray.

The tiny restaurant, which feels more like an old adobe house, is home to authentic New Mexican cuisine. When I say tiny, I mean only 10 seats inside. They do have an outdoor patio, but obviously that's weather permitting. 

This has family owned, grandma's kitchen written all over it. I felt like I was eating at someone's house, someone's living room. Especially on a cool winter day. The service from the staff was extremely friendly and personable. They clearly have a great operation going and customer service is at the forefront. 

+ Chips & Salsa // it's not complimentary, but damn it's delicious. A salsa that keeps you going back for more, and more, and more. The chips were very crunchy and sturdy just how I like them. You won't be able to control yourself from eating the whole basket!

+ Chicken Mole Enchiladas // Two enchiladas of chicken with mole poblano sauce. Served with rice and beans and garnish, grilled onions & sesame seed on top. I could slather my entire body in that mole sauce. Oh my goodness, the depth of flavor and richness was extraordinary. Not to be outdone was the the pull apart chicken, perfectly shredded and filled to the brim in each tortilla. You can tell they can roll enchiladas with one hand tied behind 'em!

Zero complaints. An excellent lunch worth shouting from the Yelp rooftops.","{""Friends"":3853,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/UM-WOzZ9JrgJmndQfmkIhg/60s.jpg"",""Location"":""Wheat Ridge, CO"",""Photos"":16486,""Reviews_made"":1605,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=I2XEhv9zBeAJcwYIrnMf1g"",""Username"":""Matt C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/UdQEbHM-oK-W5l_Dtmr8DQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/9TMf20hKaa9uSbsMouG_nA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/yLvMNcsP9yDwETetZ8lIrA/348s.jpg""]","[{""Number"":19,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":20,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",4,"Elite from 24","0 check-in","La Cueva Cafe",""
"momos-cafe-washington","""09/10/2022""",4,"Came here on a crispy cold afternoon and was welcomed warmly by the host/owner. Food really hit the spot, authentic Taiwanese cuisine in DC for the win! While the beef noodle soup could have had more meat it was still very tasty and the popcorn chicken was absolutely perfectly seasoned. The milk tea was very pleasant as well. Thankful to have this cute spot here.","{""Friends"":671,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/UsTJCtRb7IFyKbWf1sDqGg/60s.jpg"",""Location"":""Washington, DC"",""Photos"":270,""Reviews_made"":143,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=LNu_iHiaUAQtCL-tQESUTw"",""Username"":""Jinny Y.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/pUWEEvwRCrSL0XD8uKGSnw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/AAS-Iqxj7HltXj5e17nv9Q/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Jinny, \n\nBeef noodle soup is a cold weather remedy we can get behind! So glad you have a Taiwanese comfort spot nearby now. We'll be ready to see you again soon.\n\nSee you around,\nLawrence C., Owner"",""Date"":""13/10/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",1,"Elite from 24","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""06/01/2019""",5,"A hidden gem in the District.

Tucked away in the corner of Georgetown, Momo's Cafe is a Taiwanese restaurant focusing on milk teas and street food delights. You're probably thinking what makes them so special compared to the other boba places? Well, they source all their ingredients direct from Taiwan! They want all their flavors to stay authentic and I definitely tasted it. I tried 3 of their bubble teas and it was the best I've ever had in the DMV. Not overly sweet with quality tea flavor you can taste. They also have honey toast which was better than Magnolia (YEAH I SAID IT) because the toast actually had toasted flavor which complimented the toppings very well. Taiwanese popcorn chicken was nicely seasoned and tasted very authentic. We had their steak and eggs sizzling on a skillet which was fun to see. Also, the owner and staff were very humble and passionate which made my experience all the more better.

Everything we had that day was impressive so more people need to know about Momo's!","{""Friends"":265,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/gMoDplf-JxIFDvWQcQZKJw/60s.jpg"",""Location"":""Northwest Washington, Washington, DC"",""Photos"":456,""Reviews_made"":214,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=v1fIxm1Cp4urNfL61JJOVQ"",""Username"":""Diana N.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/xWQCf0s1lb5A094WdEWsrQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/HJsu-PRLR40XjH-kmSL12Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/lIJ-R1r23buN6ksYHpdJ3A/348s.jpg""]","[{""Number"":9,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":10,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""So happy we could impress, Diana. I can't tell who's more thrilled that you found us -- you or me?! Either way, I'm really glad you came by, and I take it all of the dishes were what you were expecting, and in the case of the honey toast, exceeded your expectations. Thanks for the review, and I can't wait until you're back here enjoying some more of everything. \n\nAll the best,\nLawrence C., Owner"",""Date"":""09/01/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",7,"Elite from 24","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""04/05/2019""",4,"There's definitely quality in the ingredients here at Momo.  The one item I would highly recommend is the fried ice cream.  It's soooo good and you don't feel guilty because it's not as expensive as some of the other items on the menu.  I also tried their potted plant drink. I had always wanted to try these drinks you see on Instagram.  Now I can check it off my list of things to try!  (And speaking of Instagram, there's a pretty flower wall at the entrance you can take pictures in front of.)

Our friends had tried the fried honey goats.  This dessert was beautiful... and expensive!  But I feel like it was made with love and all of the ingredients they put on their toast seems to be top notch.  Aside from high costs, my only complaint is that all our orders took a while to prepare.   

Momo's is definitely worth a visit, especially for their deep fried ice cream!","{""Friends"":357,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/KaffGRjgwRYATqFIkpTs5g/60s.jpg"",""Location"":""Centreville, VA"",""Photos"":767,""Reviews_made"":350,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=nyFqLcDf5d8AHk3uvoZHnQ"",""Username"":""Janelle E.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/OidK-CYQra95Fy97yIrQZw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/Zp2-wyzKuSsH1FOWWZJQmQ/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""So glad you had the chance to check something off of your list, Janelle! I hope the potted plant drink was just as Instagram-worthy as you pictured it would be. Either way, I'm happy you had such a nice visit, and I appreciate the kind recommendation. There's plenty more fried ice cream waiting for you, so come on back again soon.\n\nTill next time,\nLawrence C., Owner"",""Date"":""08/05/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",2,"Elite from 24","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""28/02/2022""",5,"Had the sizzling platter with steak and the hokkiado milk tea. My husband had the popcorn chicken bento box. The food was good, definitely reminds me of taiwan. They have dining in now but with very limited seating and they take the social distance seriously with signs around asking you to keep the mask on and checking for your vaccine card in order to sit. I did see most people just order takeout. The owner/server/cashier is very nice and friendly. I would go back again for sure.","{""Friends"":33,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/32XlUu-mcdQAuNIDeRqzAg/60s.jpg"",""Location"":""Ashland, VA"",""Photos"":47,""Reviews_made"":18,""URL"":""https://www.yelp.com/user_details?userid=OaBoaesjEUPdarYNR8IWlQ"",""Username"":""Kai-yu C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/ivYjK6NpK-hkSyB-JfkWyw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/_VhYWPPuCCkwus6MA3xeZA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/2-C6cYCXWYrIKJyGHjETgQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/RHuwySCh4XhZ8NBGbofKZw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/8CXXjp0vSotDFnJ-vc3dew/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""It was a pleasure welcoming you in, Kai-yu! I can't wait to see you and your husband back for another sizzling platter and more popcorn chicken.\n\nTill then,\nLawrence C., Owner"",""Date"":""04/03/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",6,"","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""24/03/2021""",5,"Just stopped by there on a recommendation from TikTok (I know!) and it was AMAZING! The 'Potted Plant' milk tea is honestly the best milk tea I have ever had and we travel all over the DMV in search of new places to try. 

The service was spot on, the gentleman taking our order was friendly and really helpful and definitely made this a pleasant experience. 

Now for the food... OMG! I got the eel bento box and it was SO MUCH FOOD! I can eat, lemme tell you, and even I had leftovers. LOL the price point looks high at first until you open the box and see just how far that dollar has gone! The flavors, textures, all of it was awesome! 

My hubby who usually isn't a fish guy even loved the eel and the takoyaki (octopus fish balls ) 10/10 recommend and can't wait to come back!","{""Friends"":32,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/eSqdFEAgT0eELZ5CHSk4Fw/60s.jpg"",""Location"":""Waldorf, MD"",""Photos"":9,""Reviews_made"":9,""URL"":""https://www.yelp.com/user_details?userid=LeWpKFr9zv9gGazrIag0dA"",""Username"":""Caiti R.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/6kblk4kN91-ESh9pSHzCUw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Caiti, sounds like you were able to try some of our personal favorites around here! That eel bento box is really something special, especially paired with some Potted Plant tea. We'll let our service team know they were nothing short of amazing when you came by -- looking forward to sharing more favorites soon!\n\nBest,\nLawrence C., Owner"",""Date"":""29/03/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",8,"","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""25/08/2019""",5,"This place bring back the memories when I grew up in Taiwan. Their black tea is very automatic and the sweetness is just right. 
The Spicy Soup was so good that I was craving it during this crazy heat weather. The flavor was good and spicy. In the soup, there's lots of ingredients which gave me so many surprises. It had fish cake, egg dumpling( I love it!), blood rice cake, tofu, beef ball, mushroom and lots of veggies! And the pot is huge that I enjoyed it a lot. 
My friend order the Ribeye Steak iron pan. The presentation was nice and you can add your own black pepper gravy on it. The BLACK PEPPER was bomb!! I recommend to mix it with the spaghetti noodle, the black pepper has a kick to it and it is delicious. The stake was great and definitely worth the price. 
I would definitely come back with my friend.","{""Friends"":12,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/6DjGypapJFfWOLmujU82sA/60s.jpg"",""Location"":""Santa Ana, CA"",""Photos"":10,""Reviews_made"":11,""URL"":""https://www.yelp.com/user_details?userid=4R3kEG7Cg9b9eH_3QXpC0Q"",""Username"":""Peggy C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/KOYSzKemFnmtx6hLfP2O6g/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/YaOnveXmaAtkEEJ9pR2CTg/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Peggy, there's nothing that makes me happier than our dishes reminding you of when you were growing up in Taiwan. The spicy soup is a customer favorite, and it's great you loved it. We look forward to having you and your friend join us again soon.\n\nWishing you the best,\nLawrence C., Owner"",""Date"":""01/09/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",9,"","0 check-in","Momo's Cafe",""
"momos-cafe-washington","""25/11/2018""",5,"This is my favourite dinning place in DC. A lovely Taiwan style cafe. 
#The milk foam green tea here is amazing. Highly recommend!!!
#The fired ice cream is incredible. Contained the taste of ice and hot. Super delicious!!!","{""Friends"":56,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/zUAf8ORVMm1golqZATYlrQ/60s.jpg"",""Location"":""City Centre, Leeds, United Kingdom"",""Photos"":3,""Reviews_made"":2,""URL"":""https://www.yelp.com/user_details?userid=iehgv7Dcp4CnqX7kVxFoDg"",""Username"":""Yue G.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/j1XNxGrEFFCFV7tVSdeiRQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ptCJAXzTHEhXoFZ7Pkilzg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""That's some high praise, Yue. I'm so happy you loved both of your choices. You can't go wrong with either. I'm looking forward to your next visit --  you'll be able to try some of our new items! \n\nAll the best 'til then,\nLawrence C., Owner"",""Date"":""26/11/2018"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/iWit3Z6DXzFgqy4Bg5h2-w/30s.jpg"",""Username"":""Lawrence M.""}]",5,"","0 check-in","Momo's Cafe",""
"phnom-penh-cleveland","""28/12/2023""",3,"I got the banh hoy, which was a vermicelli rice noodle with beef and onions wrapped in a lettuce wrap dipped in a house fish sauce. The fish sauce and noodles was quite good, unfortunately the beef wasn't that good. I was quite disappointed. This is family owned business, there was unfortunately one person as the waiter so it was a slow service, however he was very kind when he got to our table. The food did take some time to come out(I think there was only one person in the kitchen), unfortunately it was not worth the wait. It was very mediocre Cambodian cuisine. The mango tea was also lacking flavor. There was a certain flavor lacking in these dishes that I would expect from Khmer cooking. Ultimately I was disappointed here, but if you want to try Cambodian cuisine, it's an introduction to the cuisine and culture. 

Food: 5.5
Staff/service: 5
Overall: 5.3 /10","{""Friends"":18,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/fwG0hLQ61YC63Fx-zT22Rg/60s.jpg"",""Location"":""Richmond, VA"",""Photos"":574,""Reviews_made"":272,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=mLNDP8LocUG51E6SuUYS7w"",""Username"":""Menghai T.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/2Dn4kfBGUOyzq3I_e4Wlwg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/I3MdCD4TFMxNcID0G2YHdw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/YodN2eQgKYIS67IqT2Sy_A/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",4,"Elite from 24","0 check-in","Phnom Penh",""
"phnom-penh-cleveland","""23/04/2018""",5,"I have to say this place is a sort of hidden gem. Unbelievable menu we had shrimp rolls which were delicious. Instead of thick peanut sauce usually served at most restaurants the sauce was a light fish sauce mixed with peanuts. I had pad Thai again a lighter sauce than most places I've eaten. My husband had Chicken Basil and that was wonderful as well. With the large menu I'll be back there quite a bit to try everything.","{""Friends"":104,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/0KTffIFxvXlrCRFlulACgQ/60s.jpg"",""Location"":""Beachwood, OH"",""Photos"":141,""Reviews_made"":147,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=JF_W2dAQ45zapuwDoB5rKg"",""Username"":""Stephanie N.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/6yS-jEz3H9DVeLXoq6qekQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/fkwgQRgzzPOzfKSpG2HNxQ/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",8,"Elite from 24","0 check-in","Phnom Penh",""
